text,label,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,steeming
Hi Kak Layanan GrabCar udah ada di Palu yg siap jemput dan anter Kakak ke tujuan Untuk ketersediaan,1,"['Hi', 'Kak', 'Layanan', 'GrabCar', 'udah', 'ada', 'di', 'Palu', 'yg', 'siap', 'jemput', 'dan', 'anter', 'Kakak', 'ke', 'tujuan', 'Untuk', 'ketersediaan']",<FreqDist with 18 samples and 18 outcomes>,"['Hi', 'Kak', 'Layanan', 'GrabCar', 'Palu', 'jemput', 'anter', 'Kakak', 'tujuan', 'Untuk', 'ketersediaan']","['hi', 'kak', 'layan', 'grabcar', 'palu', 'jemput', 'anter', 'kakak', 'tuju', 'untuk', 'sedia']"
bulaney treatment essence in fullsize dah sampai awakkk with limited edition STIKA Ada yang nak gra,1,"['bulaney', 'treatment', 'essence', 'in', 'fullsize', 'dah', 'sampai', 'awakkk', 'with', 'limited', 'edition', 'STIKA', 'Ada', 'yang', 'nak', 'gra']",<FreqDist with 16 samples and 16 outcomes>,"['bulaney', 'treatment', 'essence', 'fullsize', 'awakkk', 'with', 'limited', 'edition', 'STIKA', 'Ada', 'nak', 'gra']","['bulaney', 'treatment', 'essence', 'fullsize', 'awakkk', 'with', 'limited', 'edition', 'stika', 'ada', 'nak', 'gra']"
order benda sama je lah kt grab ni smpai lah habis quarantine,1,"['order', 'benda', 'sama', 'je', 'lah', 'kt', 'grab', 'ni', 'smpai', 'lah', 'habis', 'quarantine']",<FreqDist with 11 samples and 12 outcomes>,"['order', 'benda', 'je', 'kt', 'grab', 'smpai', 'habis', 'quarantine']","['order', 'benda', 'je', 'kt', 'grab', 'smpai', 'habis', 'quarantine']"
nge grab dong bozz,1,"['nge', 'grab', 'dong', 'bozz']",<FreqDist with 4 samples and 4 outcomes>,"['grab', 'bozz']","['grab', 'bozz']"
Klo grab masih susah vermuknya gilaan kecuali mau main dalem lagi oprek aplikasi,-1,"['Klo', 'grab', 'masih', 'susah', 'vermuknya', 'gilaan', 'kecuali', 'mau', 'main', 'dalem', 'lagi', 'oprek', 'aplikasi']",<FreqDist with 13 samples and 13 outcomes>,"['Klo', 'grab', 'susah', 'vermuknya', 'gilaan', 'kecuali', 'main', 'dalem', 'oprek', 'aplikasi']","['klo', 'grab', 'susah', 'vermuknya', 'gila', 'kecuali', 'main', 'dalem', 'oprek', 'aplikasi']"
kadang bila ride motor jauh mesti tangan rasa melekit kan sebab berpeluh dan rasa tak selesa Gilee So ini solusinya dengan Glove ni korang lebih senang nak pergi ride dan mudah bagi yang buat Grab Foodpanda tuh Link Shopee  Thread,1,"['kadang', 'bila', 'ride', 'motor', 'jauh', 'mesti', 'tangan', 'rasa', 'melekit', 'kan', 'sebab', 'berpeluh', 'dan', 'rasa', 'tak', 'selesa', 'Gilee', 'So', 'ini', 'solusinya', 'dengan', 'Glove', 'ni', 'korang', 'lebih', 'senang', 'nak', 'pergi', 'ride', 'dan', 'mudah', 'bagi', 'yang', 'buat', 'Grab', 'Foodpanda', 'tuh', 'Link', 'Shopee', 'Thread']",<FreqDist with 37 samples and 40 outcomes>,"['kadang', 'ride', 'motor', 'mesti', 'tangan', 'melekit', 'berpeluh', 'selesa', 'Gilee', 'So', 'solusinya', 'Glove', 'korang', 'senang', 'nak', 'pergi', 'ride', 'mudah', 'Grab', 'Foodpanda', 'Link', 'Shopee', 'Thread']","['kadang', 'ride', 'motor', 'mesti', 'tangan', 'lekit', 'peluh', 'selesa', 'gilee', 'so', 'solusi', 'glove', 'korang', 'senang', 'nak', 'pergi', 'ride', 'mudah', 'grab', 'foodpanda', 'link', 'shopee', 'thread']"
suka anter makanan ke tempat kerja dia yg jarak nya dari rumah aku itu jam trs lgsg pulang lg suka beliin dia makan atau apapun di grab trs aku harus ngisi ovo biar dpt diskon mau diajak main game apapun padahal aku ga ngerti cuma buat nemenin dia aja,1,"['suka', 'anter', 'makanan', 'ke', 'tempat', 'kerja', 'dia', 'yg', 'jarak', 'nya', 'dari', 'rumah', 'aku', 'itu', 'jam', 'trs', 'lgsg', 'pulang', 'lg', 'suka', 'beliin', 'dia', 'makan', 'atau', 'apapun', 'di', 'grab', 'trs', 'aku', 'harus', 'ngisi', 'ovo', 'biar', 'dpt', 'diskon', 'mau', 'diajak', 'main', 'game', 'apapun', 'padahal', 'aku', 'ga', 'ngerti', 'cuma', 'buat', 'nemenin', 'dia', 'aja']",<FreqDist with 42 samples and 49 outcomes>,"['suka', 'anter', 'makanan', 'jarak', 'rumah', 'jam', 'trs', 'lgsg', 'pulang', 'suka', 'beliin', 'makan', 'apapun', 'grab', 'trs', 'ngisi', 'ovo', 'diskon', 'diajak', 'main', 'game', 'apapun', 'ngerti', 'nemenin']","['suka', 'anter', 'makan', 'jarak', 'rumah', 'jam', 'trs', 'lgsg', 'pulang', 'suka', 'beliin', 'makan', 'apa', 'grab', 'trs', 'ngisi', 'ovo', 'diskon', 'ajak', 'main', 'game', 'apa', 'ngerti', 'nemenin']"
Lo beli cendol di kurir Grab,1,"['Lo', 'beli', 'cendol', 'di', 'kurir', 'Grab']",<FreqDist with 6 samples and 6 outcomes>,"['Lo', 'beli', 'cendol', 'kurir', 'Grab']","['lo', 'beli', 'cendol', 'kurir', 'grab']"
My friend pakai Majestic Satin Shawl code Ireland Cantik terukkk kannn Siapa belum ada satin shawl ni wajib ,1,"['My', 'friend', 'pakai', 'Majestic', 'Satin', 'Shawl', 'code', 'Ireland', 'Cantik', 'terukkk', 'kannn', 'Siapa', 'belum', 'ada', 'satin', 'shawl', 'ni', 'wajib']",<FreqDist with 18 samples and 18 outcomes>,"['My', 'friend', 'pakai', 'Majestic', 'Satin', 'Shawl', 'code', 'Ireland', 'Cantik', 'terukkk', 'kannn', 'Siapa', 'satin', 'shawl', 'wajib']","['my', 'friend', 'pakai', 'majestic', 'satin', 'shawl', 'code', 'ireland', 'cantik', 'terukkk', 'kannn', 'siapa', 'satin', 'shawl', 'wajib']"
Paling  selesa bila naik grab Driver grab tu asyik ckp dia  makan lagi la Xrehat lg la Asal plan nak balik,1,"['Paling', 'selesa', 'bila', 'naik', 'grab', 'Driver', 'grab', 'tu', 'asyik', 'ckp', 'dia', 'makan', 'lagi', 'la', 'Xrehat', 'lg', 'la', 'Asal', 'plan', 'nak', 'balik']",<FreqDist with 19 samples and 21 outcomes>,"['Paling', 'selesa', 'grab', 'Driver', 'grab', 'ckp', 'makan', 'Xrehat', 'Asal', 'plan', 'nak']","['paling', 'selesa', 'grab', 'driver', 'grab', 'ckp', 'makan', 'xrehat', 'asal', 'plan', 'nak']"
haloo min ini aku ada pengiriman shopee pake grab same day dari semalem resi udah keluar tp kok kurir yg pick up blm ada ya,1,"['haloo', 'min', 'ini', 'aku', 'ada', 'pengiriman', 'shopee', 'pake', 'grab', 'same', 'day', 'dari', 'semalem', 'resi', 'udah', 'keluar', 'tp', 'kok', 'kurir', 'yg', 'pick', 'up', 'blm', 'ada', 'ya']",<FreqDist with 24 samples and 25 outcomes>,"['haloo', 'pengiriman', 'shopee', 'pake', 'grab', 'same', 'day', 'semalem', 'resi', 'kurir', 'pick', 'up']","['haloo', 'kirim', 'shopee', 'pake', 'grab', 'same', 'day', 'semalem', 'resi', 'kurir', 'pick', 'up']"
RT Ada adik mangsa sorang twit abang dia meninggal masa tolong orang rider grab,1,"['RT', 'Ada', 'adik', 'mangsa', 'sorang', 'twit', 'abang', 'dia', 'meninggal', 'masa', 'tolong', 'orang', 'rider', 'grab']",<FreqDist with 14 samples and 14 outcomes>,"['RT', 'Ada', 'adik', 'mangsa', 'sorang', 'abang', 'meninggal', 'tolong', 'rider', 'grab']","['rt', 'ada', 'adik', 'mangsa', 'sorang', 'abang', 'tinggal', 'tolong', 'rider', 'grab']"
mk kian grab driver era,1,"['mk', 'kian', 'grab', 'driver', 'era']",<FreqDist with 5 samples and 5 outcomes>,"['mk', 'kian', 'grab', 'driver', 'era']","['mk', 'kian', 'grab', 'driver', 'era']"
RT help rt ya makasihh ayo abisin layout ready stock aku semua nya keach aja kok payment via spay DANA and gopay hit my,1,"['RT', 'help', 'rt', 'ya', 'makasihh', 'ayo', 'abisin', 'layout', 'ready', 'stock', 'aku', 'semua', 'nya', 'keach', 'aja', 'kok', 'payment', 'via', 'spay', 'DANA', 'and', 'gopay', 'hit', 'my']",<FreqDist with 24 samples and 24 outcomes>,"['RT', 'help', 'makasihh', 'ayo', 'abisin', 'layout', 'ready', 'stock', 'keach', 'payment', 'via', 'spay', 'DANA', 'gopay', 'hit']","['rt', 'help', 'makasihh', 'ayo', 'abisin', 'layout', 'ready', 'stock', 'keach', 'payment', 'via', 'spay', 'dana', 'gopay', 'hit']"
Lawoooooooo dpt grab ,1,"['Lawoooooooo', 'dpt', 'grab']",<FreqDist with 3 samples and 3 outcomes>,"['Lawoooooooo', 'grab']","['lawoooooooo', 'grab']"
Khusus hari ini PRISMART ada Promo Special Price nih GRAB IT FAST PRISMANIA STOK TERBATAS Thank You and Have,1,"['Khusus', 'hari', 'ini', 'PRISMART', 'ada', 'Promo', 'Special', 'Price', 'nih', 'GRAB', 'IT', 'FAST', 'PRISMANIA', 'STOK', 'TERBATAS', 'Thank', 'You', 'and', 'Have']",<FreqDist with 19 samples and 19 outcomes>,"['Khusus', 'PRISMART', 'Promo', 'Special', 'Price', 'GRAB', 'IT', 'FAST', 'PRISMANIA', 'STOK', 'TERBATAS', 'Thank', 'You', 'Have']","['khusus', 'prismart', 'promo', 'special', 'price', 'grab', 'it', 'fast', 'prismania', 'stok', 'batas', 'thank', 'you', 'have']"
peluang hanya datang sekali kena grab cepat ni pulak jake lagilah,1,"['peluang', 'hanya', 'datang', 'sekali', 'kena', 'grab', 'cepat', 'ni', 'pulak', 'jake', 'lagilah']",<FreqDist with 11 samples and 11 outcomes>,"['peluang', 'grab', 'cepat', 'pulak', 'jake', 'lagilah']","['peluang', 'grab', 'cepat', 'pulak', 'jake', 'lagi']"
RT Warung makan mamiku suda buka di Palagan Khusus take away aja ya sudah ada di grab shopeefood gofood soon,1,"['RT', 'Warung', 'makan', 'mamiku', 'suda', 'buka', 'di', 'Palagan', 'Khusus', 'take', 'away', 'aja', 'ya', 'sudah', 'ada', 'di', 'grab', 'shopeefood', 'gofood', 'soon']",<FreqDist with 19 samples and 20 outcomes>,"['RT', 'Warung', 'makan', 'mamiku', 'suda', 'buka', 'Palagan', 'Khusus', 'take', 'away', 'grab', 'shopeefood', 'gofood', 'soon']","['rt', 'warung', 'makan', 'mami', 'suda', 'buka', 'palagan', 'khusus', 'take', 'away', 'grab', 'shopeefood', 'gofood', 'soon']"
Buat cewek yg minta jemput cowok padahal ada gojek dan grab tapi males dan pick me buat order karena mau diratukan GWS ya mbak,1,"['Buat', 'cewek', 'yg', 'minta', 'jemput', 'cowok', 'padahal', 'ada', 'gojek', 'dan', 'grab', 'tapi', 'males', 'dan', 'pick', 'me', 'buat', 'order', 'karena', 'mau', 'diratukan', 'GWS', 'ya', 'mbak']",<FreqDist with 23 samples and 24 outcomes>,"['Buat', 'cewek', 'jemput', 'cowok', 'gojek', 'grab', 'males', 'pick', 'order', 'diratukan', 'GWS', 'mbak']","['buat', 'cewek', 'jemput', 'cowok', 'gojek', 'grab', 'males', 'pick', 'order', 'ratu', 'gws', 'mbak']"
LIHATLAH PINGGANG KDJ YANG GRABABLE ITU,1,"['LIHATLAH', 'PINGGANG', 'KDJ', 'YANG', 'GRABABLE', 'ITU']",<FreqDist with 6 samples and 6 outcomes>,"['LIHATLAH', 'PINGGANG', 'KDJ', 'YANG', 'GRABABLE', 'ITU']","['lihat', 'pinggang', 'kdj', 'yang', 'grabable', 'itu']"
Nak tanya coeslaw memang setiap masa takda ke Order grab memang tak pernah dapat dine in pun asyik,1,"['Nak', 'tanya', 'coeslaw', 'memang', 'setiap', 'masa', 'takda', 'ke', 'Order', 'grab', 'memang', 'tak', 'pernah', 'dapat', 'dine', 'in', 'pun', 'asyik']",<FreqDist with 17 samples and 18 outcomes>,"['Nak', 'coeslaw', 'takda', 'Order', 'grab', 'dine']","['nak', 'coeslaw', 'takda', 'order', 'grab', 'dine']"
Grab mahal Seremban takde public transport ke,-1,"['Grab', 'mahal', 'Seremban', 'takde', 'public', 'transport', 'ke']",<FreqDist with 7 samples and 7 outcomes>,"['Grab', 'mahal', 'Seremban', 'takde', 'public', 'transport']","['grab', 'mahal', 'seremban', 'takde', 'public', 'transport']"
haruslah jdi carat kena cepat mcm mana nak grab ticket concert ni klu tak laju KAHKHAKAHAKAH,1,"['haruslah', 'jdi', 'carat', 'kena', 'cepat', 'mcm', 'mana', 'nak', 'grab', 'ticket', 'concert', 'ni', 'klu', 'tak', 'laju', 'KAHKHAKAHAKAH']",<FreqDist with 16 samples and 16 outcomes>,"['carat', 'cepat', 'mcm', 'nak', 'grab', 'ticket', 'concert', 'laju', 'KAHKHAKAHAKAH']","['carat', 'cepat', 'mcm', 'nak', 'grab', 'ticket', 'concert', 'laju', 'kahkhakahakah']"
help rt ya makasihh ayo abisin layout ready stock aku semua nya keach aja kok payment via spay DANA and gop,1,"['help', 'rt', 'ya', 'makasihh', 'ayo', 'abisin', 'layout', 'ready', 'stock', 'aku', 'semua', 'nya', 'keach', 'aja', 'kok', 'payment', 'via', 'spay', 'DANA', 'and', 'gop']",<FreqDist with 21 samples and 21 outcomes>,"['help', 'makasihh', 'ayo', 'abisin', 'layout', 'ready', 'stock', 'keach', 'payment', 'via', 'spay', 'DANA', 'gop']","['help', 'makasihh', 'ayo', 'abisin', 'layout', 'ready', 'stock', 'keach', 'payment', 'via', 'spay', 'dana', 'gop']"
WKWKWKWKWKWK enggapapaa si sebenernya karena kadang abang grab suka nyamar gitu coba ajak kenalan siapa tau masnya masih jomblo,1,"['WKWKWKWKWKWK', 'enggapapaa', 'si', 'sebenernya', 'karena', 'kadang', 'abang', 'grab', 'suka', 'nyamar', 'gitu', 'coba', 'ajak', 'kenalan', 'siapa', 'tau', 'masnya', 'masih', 'jomblo']",<FreqDist with 19 samples and 19 outcomes>,"['WKWKWKWKWKWK', 'enggapapaa', 'sebenernya', 'kadang', 'abang', 'grab', 'suka', 'nyamar', 'coba', 'ajak', 'kenalan', 'masnya', 'jomblo']","['wkwkwkwkwkwk', 'enggapapaa', 'sebenernya', 'kadang', 'abang', 'grab', 'suka', 'nyamar', 'coba', 'ajak', 'kenal', 'mas', 'jomblo']"
first time naik grab motor abangnya seru bgt awalnya takut bgttttt jd ky temen sm abangnya,1,"['first', 'time', 'naik', 'grab', 'motor', 'abangnya', 'seru', 'bgt', 'awalnya', 'takut', 'bgttttt', 'jd', 'ky', 'temen', 'sm', 'abangnya']",<FreqDist with 15 samples and 16 outcomes>,"['first', 'time', 'grab', 'motor', 'abangnya', 'seru', 'takut', 'bgttttt', 'temen', 'sm', 'abangnya']","['first', 'time', 'grab', 'motor', 'abang', 'seru', 'takut', 'bgttttt', 'temen', 'sm', 'abang']"
RT Toerah Bang ojol berjaket grab pun jadi provokator Ngeri,-1,"['RT', 'Toerah', 'Bang', 'ojol', 'berjaket', 'grab', 'pun', 'jadi', 'provokator', 'Ngeri']",<FreqDist with 10 samples and 10 outcomes>,"['RT', 'Toerah', 'Bang', 'ojol', 'berjaket', 'grab', 'provokator', 'Ngeri']","['rt', 'toerah', 'bang', 'ojol', 'jaket', 'grab', 'provokator', 'ngeri']"
Tahniah Dik Nnt kalau naik Grab tegur laa kot abg yg jd drebar tuu,-1,"['Tahniah', 'Dik', 'Nnt', 'kalau', 'naik', 'Grab', 'tegur', 'laa', 'kot', 'abg', 'yg', 'jd', 'drebar', 'tuu']",<FreqDist with 14 samples and 14 outcomes>,"['Tahniah', 'Dik', 'Nnt', 'Grab', 'tegur', 'laa', 'kot', 'abg', 'drebar']","['tahniah', 'dik', 'nnt', 'grab', 'tegur', 'laa', 'kot', 'abg', 'drebar']"
dulu di grab ada paket langganan bike  buat seminggu itu berguna bgt knp sekarang malah gaada,-1,"['dulu', 'di', 'grab', 'ada', 'paket', 'langganan', 'bike', 'buat', 'seminggu', 'itu', 'berguna', 'bgt', 'knp', 'sekarang', 'malah', 'gaada']",<FreqDist with 16 samples and 16 outcomes>,"['grab', 'paket', 'langganan', 'bike', 'seminggu', 'berguna', 'knp', 'gaada']","['grab', 'paket', 'langgan', 'bike', 'minggu', 'guna', 'knp', 'gaada']"
Gpp hbs selesai acara langsung pulang pesen grab wwkk,1,"['Gpp', 'hbs', 'selesai', 'acara', 'langsung', 'pulang', 'pesen', 'grab', 'wwkk']",<FreqDist with 9 samples and 9 outcomes>,"['Gpp', 'hbs', 'selesai', 'acara', 'pulang', 'pesen', 'grab', 'wwkk']","['gpp', 'hbs', 'selesai', 'acara', 'pulang', 'sen', 'grab', 'wwkk']"
gojek  grab kata gue harus bikin voucher khusus anak sekolah deh alias gue boros banget ongkos pp sekolah anjenggg,-1,"['gojek', 'grab', 'kata', 'gue', 'harus', 'bikin', 'voucher', 'khusus', 'anak', 'sekolah', 'deh', 'alias', 'gue', 'boros', 'banget', 'ongkos', 'pp', 'sekolah', 'anjenggg']",<FreqDist with 17 samples and 19 outcomes>,"['gojek', 'grab', 'gue', 'voucher', 'anak', 'sekolah', 'alias', 'gue', 'boros', 'banget', 'ongkos', 'sekolah', 'anjenggg']","['gojek', 'grab', 'gue', 'voucher', 'anak', 'sekolah', 'alias', 'gue', 'boros', 'banget', 'ongkos', 'sekolah', 'anjenggg']"
Tinggg sudah tiba masanya tu prove your senior wrong So grab the title please,1,"['Tinggg', 'sudah', 'tiba', 'masanya', 'tu', 'prove', 'your', 'senior', 'wrong', 'So', 'grab', 'the', 'title', 'please']",<FreqDist with 14 samples and 14 outcomes>,"['Tinggg', 'masanya', 'prove', 'your', 'senior', 'wrong', 'So', 'grab', 'title']","['tinggg', 'masa', 'prove', 'your', 'senior', 'wrong', 'so', 'grab', 'title']"
abang grab mba yg waktu itu kasih saya tip kan makasih banyak ya saya kebetulan laper bgt uang saya kuranguang ,1,"['abang', 'grab', 'mba', 'yg', 'waktu', 'itu', 'kasih', 'saya', 'tip', 'kan', 'makasih', 'banyak', 'ya', 'saya', 'kebetulan', 'laper', 'bgt', 'uang', 'saya', 'kuranguang']",<FreqDist with 18 samples and 20 outcomes>,"['abang', 'grab', 'kasih', 'tip', 'makasih', 'laper', 'uang', 'kuranguang']","['abang', 'grab', 'kasih', 'tip', 'makasih', 'laper', 'uang', 'kuranguang']"
Bes kalo dari terminal lw panjang ke UNPAD DIPATI UKUR BUKAN NANGOR itu naik apa ya guys selain grab Soalnya grab suka mahal makasih,1,"['Bes', 'kalo', 'dari', 'terminal', 'lw', 'panjang', 'ke', 'UNPAD', 'DIPATI', 'UKUR', 'BUKAN', 'NANGOR', 'itu', 'naik', 'apa', 'ya', 'guys', 'selain', 'grab', 'Soalnya', 'grab', 'suka', 'mahal', 'makasih']",<FreqDist with 23 samples and 24 outcomes>,"['Bes', 'terminal', 'lw', 'UNPAD', 'DIPATI', 'UKUR', 'BUKAN', 'NANGOR', 'grab', 'Soalnya', 'grab', 'suka', 'mahal', 'makasih']","['bes', 'terminal', 'lw', 'unpad', 'pati', 'ukur', 'bukan', 'nangor', 'grab', 'soal', 'grab', 'suka', 'mahal', 'makasih']"
Baru aja terjadi Pesen Grab bike kan gw Trus si abangnya dateng Pas gw mau naik baru jalan mendekat  motor tuh si abang ama motor ya jatoh  samping Gw kan orgnya kaget panik auto diem ngliatin Si abngnya blng  bantuin ini Sadar dn lgsg nolongin maaf ye bang,1,"['Baru', 'aja', 'terjadi', 'Pesen', 'Grab', 'bike', 'kan', 'gw', 'Trus', 'si', 'abangnya', 'dateng', 'Pas', 'gw', 'mau', 'naik', 'baru', 'jalan', 'mendekat', 'motor', 'tuh', 'si', 'abang', 'ama', 'motor', 'ya', 'jatoh', 'samping', 'Gw', 'kan', 'orgnya', 'kaget', 'panik', 'auto', 'diem', 'ngliatin', 'Si', 'abngnya', 'blng', 'bantuin', 'ini', 'Sadar', 'dn', 'lgsg', 'nolongin', 'maaf', 'ye', 'bang']",<FreqDist with 44 samples and 48 outcomes>,"['Baru', 'Pesen', 'Grab', 'bike', 'Trus', 'abangnya', 'dateng', 'Pas', 'jalan', 'mendekat', 'motor', 'abang', 'motor', 'jatoh', 'samping', 'Gw', 'orgnya', 'kaget', 'panik', 'auto', 'diem', 'ngliatin', 'Si', 'abngnya', 'blng', 'bantuin', 'Sadar', 'lgsg', 'nolongin', 'maaf', 'ye', 'bang']","['baru', 'sen', 'grab', 'bike', 'trus', 'abang', 'dateng', 'pas', 'jalan', 'dekat', 'motor', 'abang', 'motor', 'jatoh', 'samping', 'gw', 'orgnya', 'kaget', 'panik', 'auto', 'diem', 'ngliatin', 'si', 'abngnya', 'blng', 'bantuin', 'sadar', 'lgsg', 'nolongin', 'maaf', 'ye', 'bang']"
Oh gituu kyknya aku mo coba yg grab inii si lumayan jg,1,"['Oh', 'gituu', 'kyknya', 'aku', 'mo', 'coba', 'yg', 'grab', 'inii', 'si', 'lumayan', 'jg']",<FreqDist with 12 samples and 12 outcomes>,"['Oh', 'gituu', 'kyknya', 'coba', 'grab', 'inii', 'lumayan']","['oh', 'gituu', 'kyknya', 'coba', 'grab', 'ini', 'lumayan']"
dia punya order grab da sampai Tu rider yg kol suruh amik,1,"['dia', 'punya', 'order', 'grab', 'da', 'sampai', 'Tu', 'rider', 'yg', 'kol', 'suruh', 'amik']",<FreqDist with 12 samples and 12 outcomes>,"['order', 'grab', 'Tu', 'rider', 'kol', 'suruh', 'amik']","['order', 'grab', 'tu', 'rider', 'kol', 'suruh', 'amik']"
min  BALIK KEJE TERUS GRAB BISKUT NI TAUUUU GERAMMMM NK GIGIT,1,"['min', 'BALIK', 'KEJE', 'TERUS', 'GRAB', 'BISKUT', 'NI', 'TAUUUU', 'GERAMMMM', 'NK', 'GIGIT']",<FreqDist with 11 samples and 11 outcomes>,"['BALIK', 'KEJE', 'TERUS', 'GRAB', 'BISKUT', 'NI', 'TAUUUU', 'GERAMMMM', 'NK', 'GIGIT']","['balik', 'keje', 'terus', 'grab', 'biskut', 'ni', 'tauuuu', 'gerammmm', 'nk', 'gigit']"
Ada yang open verif nomor buat grab gak Drop fee dong,1,"['Ada', 'yang', 'open', 'verif', 'nomor', 'buat', 'grab', 'gak', 'Drop', 'fee', 'dong']",<FreqDist with 11 samples and 11 outcomes>,"['Ada', 'open', 'verif', 'nomor', 'grab', 'Drop', 'fee']","['ada', 'open', 'verif', 'nomor', 'grab', 'drop', 'fee']"
RT Sumpah murah giler promo RM per cup Tengok la nih min bayar RM jer untuk cup sekali free delivery pu,1,"['RT', 'Sumpah', 'murah', 'giler', 'promo', 'RM', 'per', 'cup', 'Tengok', 'la', 'nih', 'min', 'bayar', 'RM', 'jer', 'untuk', 'cup', 'sekali', 'free', 'delivery', 'pu']",<FreqDist with 19 samples and 21 outcomes>,"['RT', 'Sumpah', 'murah', 'giler', 'promo', 'RM', 'cup', 'Tengok', 'bayar', 'RM', 'jer', 'cup', 'delivery', 'pu']","['rt', 'sumpah', 'murah', 'giler', 'promo', 'rm', 'cup', 'tengok', 'bayar', 'rm', 'jer', 'cup', 'delivery', 'pu']"
naik grab kesana lah,1,"['naik', 'grab', 'kesana', 'lah']",<FreqDist with 4 samples and 4 outcomes>,"['grab', 'kesana']","['grab', 'kesana']"
RT Claim semua voucher tau Grab semua discount voucher dgn delivery voucher ye Lagi la berbaloi penjimatan korang tu,1,"['RT', 'Claim', 'semua', 'voucher', 'tau', 'Grab', 'semua', 'discount', 'voucher', 'dgn', 'delivery', 'voucher', 'ye', 'Lagi', 'la', 'berbaloi', 'penjimatan', 'korang', 'tu']",<FreqDist with 16 samples and 19 outcomes>,"['RT', 'Claim', 'voucher', 'Grab', 'discount', 'voucher', 'delivery', 'voucher', 'ye', 'Lagi', 'berbaloi', 'penjimatan', 'korang']","['rt', 'claim', 'voucher', 'grab', 'discount', 'voucher', 'delivery', 'voucher', 'ye', 'lagi', 'berbaloi', 'jimat', 'korang']"
Tak sempat grab dah sold out,-1,"['Tak', 'sempat', 'grab', 'dah', 'sold', 'out']",<FreqDist with 6 samples and 6 outcomes>,"['Tak', 'grab', 'sold', 'out']","['tak', 'grab', 'sold', 'out']"
Takpelah esok balik naik grab je,1,"['Takpelah', 'esok', 'balik', 'naik', 'grab', 'je']",<FreqDist with 6 samples and 6 outcomes>,"['Takpelah', 'esok', 'grab', 'je']","['takpelah', 'esok', 'grab', 'je']"
Abang grab ngan abang wan cyplash is the best,1,"['Abang', 'grab', 'ngan', 'abang', 'wan', 'cyplash', 'is', 'the', 'best']",<FreqDist with 9 samples and 9 outcomes>,"['Abang', 'grab', 'ngan', 'abang', 'wan', 'cyplash', 'best']","['abang', 'grab', 'ngan', 'abang', 'wan', 'cyplash', 'best']"
nih gi nunggu abang grab food,1,"['nih', 'gi', 'nunggu', 'abang', 'grab', 'food']",<FreqDist with 6 samples and 6 outcomes>,"['nunggu', 'abang', 'grab', 'food']","['nunggu', 'abang', 'grab', 'food']"
FP ikut kawasan kecik paling jauh pun Jitra Anak Bukit Kalau Grab Jitra Simpang Empat Dari segi,1,"['FP', 'ikut', 'kawasan', 'kecik', 'paling', 'jauh', 'pun', 'Jitra', 'Anak', 'Bukit', 'Kalau', 'Grab', 'Jitra', 'Simpang', 'Empat', 'Dari', 'segi']",<FreqDist with 16 samples and 17 outcomes>,"['FP', 'kawasan', 'kecik', 'Jitra', 'Anak', 'Bukit', 'Kalau', 'Grab', 'Jitra', 'Simpang', 'Empat', 'Dari', 'segi']","['fp', 'kawasan', 'kecik', 'jitra', 'anak', 'bukit', 'kalau', 'grab', 'jitra', 'simpang', 'empat', 'dari', 'segi']"
Dekat grab or FP tak ada eh,-1,"['Dekat', 'grab', 'or', 'FP', 'tak', 'ada', 'eh']",<FreqDist with 7 samples and 7 outcomes>,"['Dekat', 'grab', 'FP']","['dekat', 'grab', 'fp']"
saya gapunya grab hehe iya bln  sebenarnya aku lg nyari temen patungan jg jd kek lumayan menghe,-1,"['saya', 'gapunya', 'grab', 'hehe', 'iya', 'bln', 'sebenarnya', 'aku', 'lg', 'nyari', 'temen', 'patungan', 'jg', 'jd', 'kek', 'lumayan', 'menghe']",<FreqDist with 17 samples and 17 outcomes>,"['gapunya', 'grab', 'bln', 'nyari', 'temen', 'patungan', 'lumayan', 'menghe']","['gapunya', 'grab', 'bln', 'nyari', 'temen', 'patungan', 'lumayan', 'menghe']"
Oh gitu itu bln yaa Iya coba deh cek di grab,1,"['Oh', 'gitu', 'itu', 'bln', 'yaa', 'Iya', 'coba', 'deh', 'cek', 'di', 'grab']",<FreqDist with 11 samples and 11 outcomes>,"['Oh', 'bln', 'Iya', 'coba', 'cek', 'grab']","['oh', 'bln', 'iya', 'coba', 'cek', 'grab']"
antara skim FP dan Grab mana yang lagi untung dua dua skim sama saja ke,1,"['antara', 'skim', 'FP', 'dan', 'Grab', 'mana', 'yang', 'lagi', 'untung', 'dua', 'dua', 'skim', 'sama', 'saja', 'ke']",<FreqDist with 13 samples and 15 outcomes>,"['skim', 'FP', 'Grab', 'untung', 'skim']","['skim', 'fp', 'grab', 'untung', 'skim']"
bkt ksi sa city lang may grab eueuueue gutom nako,1,"['bkt', 'ksi', 'sa', 'city', 'lang', 'may', 'grab', 'eueuueue', 'gutom', 'nako']",<FreqDist with 10 samples and 10 outcomes>,"['bkt', 'city', 'lang', 'grab', 'eueuueue', 'gutom', 'nako']","['bkt', 'city', 'lang', 'grab', 'eueuueue', 'gutom', 'nako']"
